T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
834,United Rep. of Tanzania,2021,"Seats held by women in national parliament, as of February (%)",2020-10,,36.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
834,United Rep. of Tanzania,2022,"Seats held by women in national parliament, as of February (%)",2020-10,,36.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
834,United Rep. of Tanzania,2023,"Seats held by women in national parliament, as of February (%)",2020-10,,37.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
834,United Rep. of Tanzania,2024,"Seats held by women in national parliament, as of February (%)",2020-10,,37.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2000,"Seats held by women in national parliament, as of February (%)",2022-11,,13.3,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2005,"Seats held by women in national parliament, as of February (%)",2022-11,,14.9,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2010,"Seats held by women in national parliament, as of February (%)",2022-11,,16.8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2015,"Seats held by women in national parliament, as of February (%)",2022-11,,19.4,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2020,"Seats held by women in national parliament, as of February (%)",2022-11,,23.4,Data are as at 1 January of reporting year.;Total refers to all voting members of the House of Representatives.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2021,"Seats held by women in national parliament, as of February (%)",2022-11,,27.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2022,"Seats held by women in national parliament, as of February (%)",2022-11,,27.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2023,"Seats held by women in national parliament, as of February (%)",2022-11,,29.4,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
840,United States of America,2024,"Seats held by women in national parliament, as of February (%)",2022-11,,29.1,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2000,"Seats held by women in national parliament, as of February (%)",2019-10,,12.1,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2005,"Seats held by women in national parliament, as of February (%)",2019-10,,12.1,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2010,"Seats held by women in national parliament, as of February (%)",2019-10,,14.1,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2015,"Seats held by women in national parliament, as of February (%)",2019-10,,13.1,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2020,"Seats held by women in national parliament, as of February (%)",2019-10,,21.2,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2021,"Seats held by women in national parliament, as of February (%)",2019-10,,24.2,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2022,"Seats held by women in national parliament, as of February (%)",2019-10,,25.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2023,"Seats held by women in national parliament, as of February (%)",2019-10,,26.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
858,Uruguay,2024,"Seats held by women in national parliament, as of February (%)",2019-10,,25.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2000,"Seats held by women in national parliament, as of February (%)",2019-12,,6.8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2005,"Seats held by women in national parliament, as of February (%)",2019-12,,17.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2010,"Seats held by women in national parliament, as of February (%)",2019-12,,22.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2015,"Seats held by women in national parliament, as of February (%)",2019-12,,16.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2020,"Seats held by women in national parliament, as of February (%)",2019-12,,32.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2021,"Seats held by women in national parliament, as of February (%)",2019-12,,32.7,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2022,"Seats held by women in national parliament, as of February (%)",2019-12,,33.3,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2023,"Seats held by women in national parliament, as of February (%)",2019-12,,33.6,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
860,Uzbekistan,2024,"Seats held by women in national parliament, as of February (%)",2019-12,,34.6,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2000,"Seats held by women in national parliament, as of February (%)",2022-10,,0.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2005,"Seats held by women in national parliament, as of February (%)",2022-10,,3.8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2010,"Seats held by women in national parliament, as of February (%)",2022-10,,3.8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2015,"Seats held by women in national parliament, as of February (%)",2022-10,,0.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2020,"Seats held by women in national parliament, as of February (%)",2022-10,,0.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2021,"Seats held by women in national parliament, as of February (%)",2022-10,,0.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2022,"Seats held by women in national parliament, as of February (%)",2022-10,,0.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2023,"Seats held by women in national parliament, as of February (%)",2022-10,,1.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
548,Vanuatu,2024,"Seats held by women in national parliament, as of February (%)",2022-10,,2.0,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
862,Venezuela (Boliv. Rep. of),2000,"Seats held by women in national parliament, as of February (%)",2015-12,,12.1,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
862,Venezuela (Boliv. Rep. of),2005,"Seats held by women in national parliament, as of February (%)",2015-12,,9.7,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
862,Venezuela (Boliv. Rep. of),2010,"Seats held by women in national parliament, as of February (%)",2015-12,,17.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
862,Venezuela (Boliv. Rep. of),2015,"Seats held by women in national parliament, as of February (%)",2015-12,,17.0,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
862,Venezuela (Boliv. Rep. of),2020,"Seats held by women in national parliament, as of February (%)",2015-12,,22.2,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2024."
